source_split,image_path,mask_path,mask_exists,height,width,channels,defect_pixels,class,dataset_split
train,data/raw/kolektor-sdd2/train/10080.png,data/raw/kolektor-sdd2/train/10080_GT.png,True,637,230,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10081.png,data/raw/kolektor-sdd2/train/10081_GT.png,True,645,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10082.png,data/raw/kolektor-sdd2/train/10082_GT.png,True,630,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10083.png,data/raw/kolektor-sdd2/train/10083_GT.png,True,640,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10084.png,data/raw/kolektor-sdd2/train/10084_GT.png,True,619,231,3,644,defect,train
train,data/raw/kolektor-sdd2/train/10085.png,data/raw/kolektor-sdd2/train/10085_GT.png,True,638,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10086.png,data/raw/kolektor-sdd2/train/10086_GT.png,True,637,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10087.png,data/raw/kolektor-sdd2/train/10087_GT.png,True,639,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10088.png,data/raw/kolektor-sdd2/train/10088_GT.png,True,634,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10089.png,data/raw/kolektor-sdd2/train/10089_GT.png,True,636,230,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10090.png,data/raw/kolektor-sdd2/train/10090_GT.png,True,637,230,3,488,defect,train
train,data/raw/kolektor-sdd2/train/10091.png,data/raw/kolektor-sdd2/train/10091_GT.png,True,639,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10092.png,data/raw/kolektor-sdd2/train/10092_GT.png,True,637,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10093.png,data/raw/kolektor-sdd2/train/10093_GT.png,True,634,230,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10094.png,data/raw/kolektor-sdd2/train/10094_GT.png,True,635,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10095.png,data/raw/kolektor-sdd2/train/10095_GT.png,True,642,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10096.png,data/raw/kolektor-sdd2/train/10096_GT.png,True,633,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10097.png,data/raw/kolektor-sdd2/train/10097_GT.png,True,643,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10098.png,data/raw/kolektor-sdd2/train/10098_GT.png,True,641,229,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10099.png,data/raw/kolektor-sdd2/train/10099_GT.png,True,651,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10100.png,data/raw/kolektor-sdd2/train/10100_GT.png,True,634,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10101.png,data/raw/kolektor-sdd2/train/10101_GT.png,True,640,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10102.png,data/raw/kolektor-sdd2/train/10102_GT.png,True,637,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10103.png,data/raw/kolektor-sdd2/train/10103_GT.png,True,625,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10104.png,data/raw/kolektor-sdd2/train/10104_GT.png,True,630,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10105.png,data/raw/kolektor-sdd2/train/10105_GT.png,True,651,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10106.png,data/raw/kolektor-sdd2/train/10106_GT.png,True,640,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10107.png,data/raw/kolektor-sdd2/train/10107_GT.png,True,636,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10108.png,data/raw/kolektor-sdd2/train/10108_GT.png,True,644,230,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10109.png,data/raw/kolektor-sdd2/train/10109_GT.png,True,641,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10110.png,data/raw/kolektor-sdd2/train/10110_GT.png,True,635,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10111.png,data/raw/kolektor-sdd2/train/10111_GT.png,True,649,214,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10112.png,data/raw/kolektor-sdd2/train/10112_GT.png,True,642,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10113.png,data/raw/kolektor-sdd2/train/10113_GT.png,True,641,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10114.png,data/raw/kolektor-sdd2/train/10114_GT.png,True,632,227,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10115.png,data/raw/kolektor-sdd2/train/10115_GT.png,True,640,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10116.png,data/raw/kolektor-sdd2/train/10116_GT.png,True,633,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10117.png,data/raw/kolektor-sdd2/train/10117_GT.png,True,642,227,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10118.png,data/raw/kolektor-sdd2/train/10118_GT.png,True,638,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10119.png,data/raw/kolektor-sdd2/train/10119_GT.png,True,639,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10120.png,data/raw/kolektor-sdd2/train/10120_GT.png,True,634,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10121.png,data/raw/kolektor-sdd2/train/10121_GT.png,True,627,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10122.png,data/raw/kolektor-sdd2/train/10122_GT.png,True,639,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10123.png,data/raw/kolektor-sdd2/train/10123_GT.png,True,636,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10124.png,data/raw/kolektor-sdd2/train/10124_GT.png,True,633,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10125.png,data/raw/kolektor-sdd2/train/10125_GT.png,True,641,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10126.png,data/raw/kolektor-sdd2/train/10126_GT.png,True,634,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10127.png,data/raw/kolektor-sdd2/train/10127_GT.png,True,637,227,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10128.png,data/raw/kolektor-sdd2/train/10128_GT.png,True,651,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10129.png,data/raw/kolektor-sdd2/train/10129_GT.png,True,633,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10130.png,data/raw/kolektor-sdd2/train/10130_GT.png,True,635,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10131.png,data/raw/kolektor-sdd2/train/10131_GT.png,True,636,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10132.png,data/raw/kolektor-sdd2/train/10132_GT.png,True,638,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10133.png,data/raw/kolektor-sdd2/train/10133_GT.png,True,644,229,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10134.png,data/raw/kolektor-sdd2/train/10134_GT.png,True,637,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10135.png,data/raw/kolektor-sdd2/train/10135_GT.png,True,646,230,3,3376,defect,train
train,data/raw/kolektor-sdd2/train/10136.png,data/raw/kolektor-sdd2/train/10136_GT.png,True,620,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10137.png,data/raw/kolektor-sdd2/train/10137_GT.png,True,646,227,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10138.png,data/raw/kolektor-sdd2/train/10138_GT.png,True,636,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10139.png,data/raw/kolektor-sdd2/train/10139_GT.png,True,646,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10140.png,data/raw/kolektor-sdd2/train/10140_GT.png,True,624,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10141.png,data/raw/kolektor-sdd2/train/10141_GT.png,True,635,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10142.png,data/raw/kolektor-sdd2/train/10142_GT.png,True,636,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10143.png,data/raw/kolektor-sdd2/train/10143_GT.png,True,644,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10144.png,data/raw/kolektor-sdd2/train/10144_GT.png,True,640,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10145.png,data/raw/kolektor-sdd2/train/10145_GT.png,True,636,230,3,1045,defect,train
train,data/raw/kolektor-sdd2/train/10146.png,data/raw/kolektor-sdd2/train/10146_GT.png,True,633,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10147.png,data/raw/kolektor-sdd2/train/10147_GT.png,True,627,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10148.png,data/raw/kolektor-sdd2/train/10148_GT.png,True,635,205,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10149.png,data/raw/kolektor-sdd2/train/10149_GT.png,True,649,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10150.png,data/raw/kolektor-sdd2/train/10150_GT.png,True,633,229,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10151.png,data/raw/kolektor-sdd2/train/10151_GT.png,True,642,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10152.png,data/raw/kolektor-sdd2/train/10152_GT.png,True,634,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10153.png,data/raw/kolektor-sdd2/train/10153_GT.png,True,630,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10154.png,data/raw/kolektor-sdd2/train/10154_GT.png,True,621,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10155.png,data/raw/kolektor-sdd2/train/10155_GT.png,True,643,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10156.png,data/raw/kolektor-sdd2/train/10156_GT.png,True,633,216,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10157.png,data/raw/kolektor-sdd2/train/10157_GT.png,True,649,231,3,7073,defect,train
train,data/raw/kolektor-sdd2/train/10158.png,data/raw/kolektor-sdd2/train/10158_GT.png,True,633,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10159.png,data/raw/kolektor-sdd2/train/10159_GT.png,True,646,229,3,5895,defect,train
train,data/raw/kolektor-sdd2/train/10160.png,data/raw/kolektor-sdd2/train/10160_GT.png,True,638,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10161.png,data/raw/kolektor-sdd2/train/10161_GT.png,True,634,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10162.png,data/raw/kolektor-sdd2/train/10162_GT.png,True,639,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10163.png,data/raw/kolektor-sdd2/train/10163_GT.png,True,643,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10164.png,data/raw/kolektor-sdd2/train/10164_GT.png,True,645,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10165.png,data/raw/kolektor-sdd2/train/10165_GT.png,True,639,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10166.png,data/raw/kolektor-sdd2/train/10166_GT.png,True,636,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10167.png,data/raw/kolektor-sdd2/train/10167_GT.png,True,655,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10168.png,data/raw/kolektor-sdd2/train/10168_GT.png,True,632,228,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10169.png,data/raw/kolektor-sdd2/train/10169_GT.png,True,639,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10170.png,data/raw/kolektor-sdd2/train/10170_GT.png,True,631,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10171.png,data/raw/kolektor-sdd2/train/10171_GT.png,True,641,226,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10172.png,data/raw/kolektor-sdd2/train/10172_GT.png,True,648,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10173.png,data/raw/kolektor-sdd2/train/10173_GT.png,True,633,233,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10174.png,data/raw/kolektor-sdd2/train/10174_GT.png,True,647,228,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10175.png,data/raw/kolektor-sdd2/train/10175_GT.png,True,639,229,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10176.png,data/raw/kolektor-sdd2/train/10176_GT.png,True,638,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10177.png,data/raw/kolektor-sdd2/train/10177_GT.png,True,636,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10178.png,data/raw/kolektor-sdd2/train/10178_GT.png,True,632,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10179.png,data/raw/kolektor-sdd2/train/10179_GT.png,True,635,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10180.png,data/raw/kolektor-sdd2/train/10180_GT.png,True,638,231,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10181.png,data/raw/kolektor-sdd2/train/10181_GT.png,True,634,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10182.png,data/raw/kolektor-sdd2/train/10182_GT.png,True,640,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10183.png,data/raw/kolektor-sdd2/train/10183_GT.png,True,643,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10184.png,data/raw/kolektor-sdd2/train/10184_GT.png,True,631,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10185.png,data/raw/kolektor-sdd2/train/10185_GT.png,True,644,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10186.png,data/raw/kolektor-sdd2/train/10186_GT.png,True,644,233,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10187.png,data/raw/kolektor-sdd2/train/10187_GT.png,True,628,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10188.png,data/raw/kolektor-sdd2/train/10188_GT.png,True,640,232,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10189.png,data/raw/kolektor-sdd2/train/10189_GT.png,True,642,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10190.png,data/raw/kolektor-sdd2/train/10190_GT.png,True,635,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10191.png,data/raw/kolektor-sdd2/train/10191_GT.png,True,645,229,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10192.png,data/raw/kolektor-sdd2/train/10192_GT.png,True,636,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10193.png,data/raw/kolektor-sdd2/train/10193_GT.png,True,648,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10194.png,data/raw/kolektor-sdd2/train/10194_GT.png,True,636,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10195.png,data/raw/kolektor-sdd2/train/10195_GT.png,True,627,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10196.png,data/raw/kolektor-sdd2/train/10196_GT.png,True,637,231,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10197.png,data/raw/kolektor-sdd2/train/10197_GT.png,True,635,228,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10198.png,data/raw/kolektor-sdd2/train/10198_GT.png,True,637,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10199.png,data/raw/kolektor-sdd2/train/10199_GT.png,True,628,230,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10200.png,data/raw/kolektor-sdd2/train/10200_GT.png,True,634,229,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10201.png,data/raw/kolektor-sdd2/train/10201_GT.png,True,639,229,3,9025,defect,train
train,data/raw/kolektor-sdd2/train/10202.png,data/raw/kolektor-sdd2/train/10202_GT.png,True,625,229,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10203.png,data/raw/kolektor-sdd2/train/10203_GT.png,True,633,229,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10204.png,data/raw/kolektor-sdd2/train/10204_GT.png,True,638,229,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10205.png,data/raw/kolektor-sdd2/train/10205_GT.png,True,642,231,3,0,non-defect,validation
train,data/raw/kolektor-sdd2/train/10206.png,data/raw/kolektor-sdd2/train/10206_GT.png,True,641,231,3,7758,defect,validation
train,data/raw/kolektor-sdd2/train/10207.png,data/raw/kolektor-sdd2/train/10207_GT.png,True,633,231,3,0,non-defect,train
train,data/raw/kolektor-sdd2/train/10208.png,data/raw/kolektor-sdd2/train/10208_GT.png,True,627,228,3,4451,defect,validation
train,data/raw/kolektor-sdd2/train/10209.png,data/raw/kolektor-sdd2/train/10209_GT.png,True,647,231,3,0,non-defect,train
